id,place_name,district,place_type,city,latitude,longitude,distance_from_vijayawada_km,distance_from_visakhapatnam_km,distance_from_tirupati_km,estimated_travel_time_hours,best_season,crowd_level,average_visit_duration_hours,entry_fee_inr,rating
10361,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,335.6,670.2,131.6,3.2,July-October,High,2.0,0,4.5
10362,Arasavalli Sun Temple View,Srikakulam,Waterfall,Arasavalli,18.308721,83.91962,499.7,107.1,801.6,2.3,July-October,Low,2.8,20,4.9
10363,Horsley Hills Region,Annamayya,Landmark,Madanapalle,13.632385,78.416469,446.0,721.2,134.2,3.4,July-October,Low,3.2,0,4.4
10364,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,33.4,351.0,392.8,0.8,July-October,Very High,2.0,0,3.3
10365,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,484.9,822.6,118.8,2.3,Year Round,High,2.9,0,3.4
10366,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,294.9,597.2,285.0,7.2,Year Round,Low,2.5,0,3.6
10367,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,232.9,539.9,335.1,4.1,November-February,Medium,4.7,0,3.8
10368,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,73.3,303.6,414.0,1.3,June-September,High,5.7,0,4.0
10369,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,323.3,398.4,0.0,Year Round,Medium,5.1,0,4.8
10370,Lepakshi Point,Sri Sathya Sai,Temple,Lepakshi,13.801885,77.619924,476.1,820.9,209.5,5.0,June-September,Low,5.6,50,4.1
10371,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,321.5,0.0,695.1,0.0,December-February,High,5.6,0,3.3
10372,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,471.9,822.7,120.2,3.0,Year Round,Very High,2.0,0,3.8
10373,Talakona Waterfalls Area,Tirupati,Waterfall,Tirupati,13.806378,79.116292,378.1,712.4,46.3,1.0,Year Round,Low,1.3,200,3.9
10374,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,283.1,625.3,259.5,5.2,November-February,High,3.0,0,3.3
10375,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,359.0,0.0,742.7,0.0,December-February,Medium,4.2,0,4.4
10376,Horsley Hills,Annamayya,Hill Station,Madanapalle,13.647846,78.387116,449.8,855.0,118.2,2.4,June-September,Very High,4.6,150,4.1
10377,Draksharamam Temple Area,Kakinada,Temple,Draksharamam,16.782083,82.252387,210.4,162.6,508.2,3.5,Year Round,Very High,4.3,30,4.2
10378,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,326.5,620.0,329.2,8.2,July-October,Medium,1.7,0,3.8
10379,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,204.1,141.5,552.9,3.5,July-October,Medium,5.5,0,4.0
10380,Araku Valley,Alluri Sitharama Raju,Hill Station,Araku,18.30137,82.907053,371.3,85.2,748.0,2.1,June-September,Low,1.4,50,4.9
10381,Undavalli Caves Area,NTR,Caves,Vijayawada,16.478565,80.576799,8.9,342.1,397.5,0.2,July-October,Low,4.0,200,4.7
10382,Sri Kalahasti Temple Region,Tirupati,Hill Station,Srikalahasti,13.738755,79.732893,387.0,661.8,43.0,1.1,July-October,Medium,1.4,200,4.6
10383,Veerabhadra Temple Region,Sri Sathya Sai,Caves,Lepakshi,13.780383,77.623052,510.1,836.8,205.9,3.9,Year Round,Low,5.9,150,4.2
10384,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,467.0,117.5,742.7,2.8,Year Round,Medium,2.7,0,4.3
10385,Papikondalu Point,Alluri Sitharama Raju,Fort,Rajamahendravaram,17.438309,81.737759,180.3,172.3,584.7,4.1,Year Round,High,2.5,0,4.6
10386,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,283.6,629.3,252.2,5.5,October-March,Very High,4.0,0,4.5
10387,Simhachalam Temple Region,Visakhapatnam,Temple,Visakhapatnam,17.76596,83.269031,335.7,12.5,709.6,0.2,November-February,Medium,3.7,150,3.8
10388,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,71.9,313.4,368.2,1.5,October-March,High,1.7,0,4.9
10389,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,313.0,689.6,336.1,6.1,November-February,Medium,5.6,0,4.5
10390,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,315.7,630.8,350.2,6.1,June-September,High,4.3,0,4.0
10391,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,327.0,709.5,318.8,7.1,June-September,Low,5.8,0,4.7
10392,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,56.5,276.6,471.9,1.5,June-September,Very High,2.0,0,4.1
10393,Yarada Beach View,Visakhapatnam,Lake,Visakhapatnam,17.661705,83.267568,371.1,7.3,650.8,0.2,June-September,Very High,3.7,200,3.6
10394,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,158.4,181.3,489.1,2.9,July-October,Very High,3.9,0,3.7
10395,Pulicat Lake Region,Tirupati,Lake/Wildlife,Sullurpeta,13.548644,80.059883,401.2,689.8,77.3,1.8,July-October,Medium,1.7,200,3.8
10396,Uppada Beach Area,Kakinada,Beach,Uppada,16.848117,82.256626,186.9,163.6,552.4,3.6,October-March,Medium,4.8,0,4.7
10397,Undavalli Caves View,NTR,Fort,Vijayawada,16.468942,80.572481,11.1,358.3,386.7,0.2,October-March,High,3.7,50,3.6
10398,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,220.1,532.7,295.5,3.9,November-February,High,6.0,0,5.0
10399,Rishikonda Beach Area,Visakhapatnam,Nature,Visakhapatnam,17.818014,83.3701,385.8,26.3,773.1,0.7,December-February,Very High,4.0,0,3.3
10400,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,151.2,193.2,539.3,2.8,October-March,Medium,5.3,0,4.6
10401,Lepakshi Point,Sri Sathya Sai,Beach,Lepakshi,13.819113,77.618803,530.4,876.0,212.1,4.0,October-March,Very High,4.6,0,4.8
10402,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,489.5,106.6,780.9,1.9,November-February,Medium,4.2,0,4.1
10403,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,78.2,314.9,366.9,1.9,June-September,Low,3.1,0,4.8
10404,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,353.7,736.3,346.9,8.0,June-September,Very High,4.2,0,3.2
10405,Kondapalli Fort,NTR,Fort,Kondapalli,16.591717,80.559787,15.2,382.0,381.8,0.4,Year Round,Very High,1.9,150,4.8
10406,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,346.2,0.0,659.0,0.0,November-February,Low,1.5,0,5.0
10407,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,242.1,563.6,327.7,6.2,Year Round,Low,1.2,0,3.9
10408,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,328.5,0.0,755.6,0.0,June-September,Medium,3.7,0,3.6
10409,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,197.1,138.1,600.4,2.4,October-March,Medium,2.2,0,3.6
10410,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,216.6,580.3,298.9,5.6,July-October,Low,1.5,0,3.4
10411,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,310.1,592.3,285.2,5.0,July-October,Medium,4.2,0,4.8
10412,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,302.0,616.7,275.5,5.9,October-March,Very High,4.7,0,4.4
10413,Kolleru Lake Point,Eluru,Hill Station,Eluru,16.676953,81.18206,71.9,303.8,439.3,1.9,November-February,Medium,2.4,200,4.6
10414,Tirumala Venkateswara Temple,Tirupati,Temple,Tirupati,13.668584,79.342352,392.8,748.5,11.3,0.2,December-February,Very High,2.8,100,4.3
10415,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,370.3,641.8,0.0,0.0,June-September,High,3.3,0,3.7
10416,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,34.2,369.6,370.2,0.6,December-February,Very High,4.1,0,4.4
10417,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,380.9,746.0,0.0,0.0,July-October,Medium,2.3,0,5.0
10418,Bhavani Island Tourism Zone,NTR,Tourist Place,Vijayawada,16.517388,80.624166,3.3,351.6,390.4,0.1,July-October,Medium,1.1,100,4.8
10419,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,367.0,60.8,716.1,1.3,October-March,High,2.9,0,5.0
10420,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,450.0,108.3,801.8,2.2,December-February,Low,3.8,0,4.2
10421,Panakala Narasimha Swamy Temple Area,Guntur,Hill Station,Mangalagiri,16.449392,80.533596,16.3,379.8,369.5,0.3,Year Round,Medium,2.9,50,4.5
10422,Rishikonda Beach View,Visakhapatnam,Beach,Visakhapatnam,17.781417,83.394834,389.3,25.6,689.2,0.6,June-September,High,1.0,0,4.1
10423,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,326.1,650.2,135.2,3.4,June-September,Very High,3.0,0,3.8
10424,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,34.2,356.7,372.3,0.9,June-September,Medium,3.7,0,4.8
10425,Horsley Hills Region,Annamayya,Hill Station,Madanapalle,13.624363,78.420008,422.5,754.4,121.3,2.6,October-March,High,5.8,20,4.6
10426,Prakasam Barrage View,NTR,Landmark,Vijayawada,16.514982,80.587834,7.8,379.7,371.4,0.2,December-February,Low,5.9,0,4.0
10427,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,323.6,0.0,734.5,0.0,December-February,Low,5.1,0,3.9
10428,Rishikonda Beach,Visakhapatnam,Famous City,Visakhapatnam,17.778152,83.417846,395.6,28.8,682.9,0.7,June-September,Medium,2.8,0,4.1
10429,Tirumala Venkateswara Temple Tourism Zone,Tirupati,Temple,Tirupati,13.700027,79.315509,392.6,740.4,15.4,0.3,October-March,Very High,3.6,150,3.5
10430,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,222.4,152.3,564.7,3.6,October-March,Medium,3.3,0,4.4
10431,Belum Caves View,Nandyal,Caves,Belum,15.090287,78.111398,388.1,702.5,246.9,6.0,July-October,Medium,5.1,30,4.7
10432,Yarada Beach Point,Visakhapatnam,Beach,Visakhapatnam,17.619663,83.261781,355.1,9.3,647.1,0.2,November-February,Very High,5.7,0,3.5
10433,Pulicat Lake View,Tirupati,Lake/Wildlife,Sullurpeta,13.531018,80.036332,394.9,645.8,78.9,1.9,July-October,High,5.6,150,4.0
10434,Ethipothala Waterfalls Area,Palnadu,Waterfall,Nagarjuna Sagar,16.140523,79.362293,160.9,552.9,300.3,2.9,October-March,Medium,1.1,30,5.0
10435,Draksharamam Temple Area,Kakinada,Temple,Draksharamam,16.784218,82.230077,207.7,165.8,488.4,3.9,July-October,Medium,1.9,100,3.8
10436,Undavalli Caves,NTR,Caves,Vijayawada,16.471334,80.605037,6.9,364.1,416.3,0.2,July-October,Medium,5.0,150,3.7
10437,Arasavalli Sun Temple Tourism Zone,Srikakulam,Temple,Arasavalli,18.301058,83.895316,474.0,111.5,765.3,2.2,November-February,High,2.6,30,4.2
10438,Draksharamam Temple Area,Kakinada,Temple,Draksharamam,16.772041,82.210903,180.6,181.9,548.0,3.5,July-October,Very High,5.3,30,3.4
10439,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,321.4,687.6,350.1,7.6,December-February,Very High,2.9,0,4.9
10440,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,295.9,614.2,269.9,6.2,Year Round,High,3.5,0,4.1
10441,Bhavani Island Area,NTR,Heritage,Vijayawada,16.497026,80.618831,3.6,381.5,429.1,0.1,November-February,Very High,5.2,30,3.4
10442,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,37.6,403.8,338.0,1.0,November-February,Low,3.5,0,4.2
10443,Tirumala Venkateswara Temple Tourism Zone,Tirupati,Temple,Tirupati,13.685914,79.3187,416.1,666.3,15.3,0.3,October-March,High,1.6,50,3.3
10444,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,142.6,207.9,481.9,2.6,Year Round,Low,5.0,0,3.2
10445,Borra Caves,Alluri Sitharama Raju,Nature,Araku,18.278883,83.066474,360.0,79.6,749.2,1.4,October-March,Medium,2.0,0,3.4
10446,Mypadu Beach,SPSR Nellore,Beach,Nellore,14.579224,80.11614,237.5,535.2,157.0,3.2,November-February,Low,5.4,0,3.5
10447,Uppada Beach View,Kakinada,Beach,Uppada,16.82871,82.230229,200.3,162.0,558.4,3.3,July-October,Very High,5.6,0,3.8
10448,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,416.7,741.0,0.0,0.0,October-March,Medium,2.7,0,4.9
10449,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,150.9,195.2,527.5,2.9,June-September,Low,5.4,0,3.8
10450,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,469.6,801.8,60.9,1.1,July-October,High,2.9,0,4.6
10451,Lepakshi View,Sri Sathya Sai,Heritage,Lepakshi,13.779447,77.614683,549.0,876.0,230.3,5.2,Year Round,Very High,4.2,200,3.8
10452,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,376.3,62.9,814.2,1.3,July-October,Low,4.6,0,3.3
10453,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,228.9,590.3,299.8,5.8,June-September,Low,3.8,0,3.5
10454,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,470.3,845.4,119.7,3.1,December-February,Medium,3.6,0,3.4
10455,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,151.2,517.8,260.6,3.2,October-March,Medium,4.3,0,3.2
10456,Borra Caves Point,Alluri Sitharama Raju,Nature,Araku,18.260087,83.040947,376.8,73.9,762.6,1.3,December-February,Very High,2.9,0,3.8
10457,Kambalakonda Wildlife Sanctuary Area,Visakhapatnam,Wildlife,Visakhapatnam,17.815886,83.307328,391.6,18.7,683.5,0.4,Year Round,Very High,1.1,100,5.0
10458,Prakasam Barrage Region,NTR,Landmark,Vijayawada,16.539519,80.626305,5.3,374.7,380.0,0.1,November-February,Low,3.7,0,3.6
10459,Ethipothala Waterfalls Region,Palnadu,Waterfall,Nagarjuna Sagar,16.111531,79.340151,157.9,503.5,316.4,3.1,July-October,High,2.9,100,4.8
10460,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,375.6,60.1,725.9,1.1,Year Round,Very High,4.5,0,3.7
10461,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,472.1,736.9,275.1,5.6,December-February,High,1.3,0,3.5
10462,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,252.7,576.9,128.4,3.2,October-March,Low,4.6,0,4.8
10463,Ethipothala Waterfalls,Palnadu,Waterfall,Nagarjuna Sagar,16.082706,79.326812,178.1,488.8,341.1,3.5,November-February,High,3.4,100,3.6
10464,Ethipothala Waterfalls Tourism Zone,Palnadu,Waterfall,Nagarjuna Sagar,16.09019,79.332761,157.4,530.1,293.4,2.7,December-February,Low,3.1,150,4.3
10465,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,36.0,402.8,382.4,0.7,Year Round,High,1.6,0,3.5
10466,Amaravati Region,Palnadu,Heritage,Amaravati,16.556738,80.384785,31.3,391.8,383.8,0.7,November-February,Medium,2.2,10,3.9
10467,Arasavalli Sun Temple Tourism Zone,Srikakulam,Temple,Arasavalli,18.31689,83.88466,466.4,119.5,789.1,2.5,November-February,Very High,4.0,200,4.4
10468,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,277.3,569.1,117.7,2.2,July-October,Very High,5.9,0,4.7
10469,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,38.7,354.2,388.0,0.8,December-February,Low,1.3,0,3.2
10470,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,277.5,628.4,266.2,6.3,December-February,High,3.2,0,4.2
10471,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,405.4,58.1,688.2,1.2,November-February,Low,5.9,0,3.9
10472,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,365.1,61.0,723.7,1.6,July-October,Medium,2.0,0,3.6
10473,Draksharamam Temple Region,Kakinada,Caves,Draksharamam,16.79554,82.216139,195.6,174.8,521.9,4.1,June-September,Low,1.5,10,4.7
10474,Prakasam Barrage,NTR,Landmark,Vijayawada,16.484358,80.604638,6.3,334.9,419.4,0.1,June-September,Low,5.2,0,3.7
10475,Tirumala Venkateswara Temple Area,Tirupati,Temple,Tirupati,13.654033,79.340149,430.6,672.4,10.2,0.3,October-March,Low,1.2,100,4.2
10476,Srisailam Mallikarjuna Temple Tourism Zone,Nandyal,Temple,Srisailam,16.044077,78.897642,225.1,613.9,327.4,5.3,July-October,Medium,5.4,10,3.3
10477,Panakala Narasimha Swamy Temple Tourism Zone,Guntur,Heritage,Mangalagiri,16.406924,80.539951,18.6,348.7,372.1,0.4,June-September,Low,6.0,100,4.4
10478,Kondapalli Fort,NTR,Fort,Kondapalli,16.645894,80.51947,22.6,342.9,420.2,0.5,November-February,Medium,5.5,20,3.5
10479,Annavaram Satyanarayana Temple Area,Kakinada,Temple,Annavaram,17.659903,83.005158,345.0,26.0,674.5,0.5,June-September,Medium,1.4,0,4.4
10480,Uppada Beach,Kakinada,Viewpoint,Uppada,16.864418,82.215392,200.1,175.1,527.1,4.4,November-February,Medium,1.7,0,4.9
10481,Lambasingi,Alluri Sitharama Raju,Hill Station,Lambasingi,17.865774,82.526467,286.8,94.7,713.8,1.9,December-February,Low,1.6,30,4.3
10482,Yarada Beach Point,Visakhapatnam,Beach,Visakhapatnam,17.664475,83.287644,371.9,9.4,761.8,0.2,December-February,High,4.6,0,4.7
10483,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,57.6,268.1,482.7,1.3,June-September,Very High,2.1,0,4.5
10484,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,218.9,145.6,567.3,2.8,December-February,Medium,4.5,0,3.8
10485,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,195.8,148.7,595.6,3.1,November-February,Medium,4.4,0,3.9
10486,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,63.5,277.8,456.5,1.2,December-February,Very High,3.4,0,4.8
10487,Simhachalam Temple Region,Visakhapatnam,Temple,Visakhapatnam,17.754226,83.234414,351.9,8.6,749.2,0.2,June-September,Very High,5.0,200,3.8
10488,Lambasingi Tourism Zone,Alluri Sitharama Raju,Hill Station,Lambasingi,17.832304,82.520383,304.4,88.1,644.6,1.5,December-February,High,6.0,20,4.3
10489,Rishikonda Beach Tourism Zone,Visakhapatnam,Beach,Visakhapatnam,17.754475,83.398596,359.1,22.5,781.8,0.5,June-September,High,4.5,0,3.6
10490,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,35.7,387.0,385.1,0.7,December-February,High,2.7,0,4.3
10491,Amaralingeswara Temple,Palnadu,Heritage,Amaravati,16.548812,80.324753,38.8,373.4,387.7,0.8,November-February,Low,3.0,10,4.0
10492,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,378.2,0.0,740.4,0.0,November-February,Medium,2.7,0,4.5
10493,Belum Caves Point,Nandyal,Caves,Belum,15.128718,78.130967,367.3,703.8,242.4,4.6,Year Round,Medium,5.2,200,3.2
10494,Lepakshi,Sri Sathya Sai,Heritage,Lepakshi,13.817321,77.623541,469.1,799.9,214.4,4.5,December-February,High,1.2,150,3.9
10495,Simhachalam Temple View,Visakhapatnam,Lake,Visakhapatnam,17.782005,83.218346,369.5,12.5,652.8,0.2,October-March,Low,2.1,0,4.0
10496,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,57.4,274.6,414.2,1.1,Year Round,Medium,1.2,0,4.2
10497,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,429.1,733.9,105.3,1.9,November-February,Medium,4.3,0,3.9
10498,Coringa Wildlife Sanctuary Point,Kakinada,Wildlife,Kakinada,16.880086,82.254432,218.5,151.4,557.4,2.9,November-February,Very High,2.3,150,3.8
10499,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,377.3,57.6,795.5,1.0,December-February,Very High,5.8,0,3.7
10500,Lepakshi Region,Sri Sathya Sai,Heritage,Lepakshi,13.791412,77.595077,539.5,856.2,213.6,3.9,October-March,Very High,4.8,150,3.7
10501,Simhachalam Temple Point,Visakhapatnam,Landmark,Visakhapatnam,17.799299,83.236638,374.7,13.4,672.7,0.3,December-February,Very High,1.1,0,4.4
10502,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,63.7,308.9,436.8,1.3,July-October,Very High,5.1,0,3.7
10503,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,72.4,317.9,365.1,1.4,November-February,Low,3.3,0,4.8
10504,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,431.3,758.3,60.6,1.3,October-March,Very High,2.0,0,3.3
10505,Arasavalli Sun Temple View,Srikakulam,Temple,Arasavalli,18.321311,83.874469,441.8,107.6,761.9,2.1,June-September,Medium,2.4,30,4.1
10506,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,417.5,61.0,807.6,1.1,December-February,Low,5.5,0,4.4
10507,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,276.1,524.6,120.2,2.4,July-October,Medium,3.1,0,3.3
10508,Dwaraka Tirumala Temple View,Eluru,Temple,Dwaraka Tirumala,16.9727,81.247833,88.0,260.3,472.0,2.1,Year Round,Low,3.2,150,4.3
10509,Papikondalu,Alluri Sitharama Raju,Nature,Rajamahendravaram,17.425834,81.740839,163.4,172.6,535.5,3.1,October-March,Medium,3.4,0,3.4
10510,Ethipothala Waterfalls Region,Palnadu,Beach,Nagarjuna Sagar,16.088679,79.357859,178.3,537.8,339.7,4.1,November-February,Low,3.4,0,3.9
10511,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,420.8,675.3,0.0,0.0,Year Round,High,3.0,0,4.3
10512,Prakasam Barrage Area,NTR,Viewpoint,Vijayawada,16.521264,80.633942,2.7,371.3,373.7,0.1,November-February,Very High,4.2,0,4.6
10513,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,386.8,58.7,805.2,1.5,December-February,High,1.0,0,4.6
10514,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,39.0,355.2,413.2,0.7,November-February,High,3.7,0,3.2
10515,Sri Kalahasti Temple Region,Tirupati,Temple,Srikalahasti,13.760562,79.67334,389.5,665.8,35.0,0.8,Year Round,High,2.1,200,3.8
10516,Horsley Hills View,Annamayya,Hill Station,Madanapalle,13.652709,78.419007,463.8,799.6,126.1,3.3,November-February,High,5.8,10,3.7
10517,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,39.8,383.4,409.3,0.7,June-September,High,4.8,0,4.5
10518,Annavaram Satyanarayana Temple Region,Kakinada,Caves,Annavaram,17.712341,83.016408,299.6,24.1,630.7,0.5,June-September,Medium,2.7,10,4.3
10519,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,469.5,792.6,274.7,5.3,Year Round,Very High,2.9,0,4.2
10520,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,449.0,791.7,70.9,1.8,November-February,Medium,4.3,0,4.0
10521,Horsley Hills Point,Annamayya,Hill Station,Madanapalle,13.677062,78.408505,428.2,835.9,121.7,2.1,July-October,High,5.2,100,4.5
10522,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,430.4,646.9,0.0,0.0,July-October,Very High,3.0,0,3.7
10523,Belum Caves Region,Nandyal,Hill Station,Belum,15.129228,78.119291,368.7,754.5,266.5,5.0,October-March,High,2.4,50,3.6
10524,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,35.3,371.9,365.9,0.8,October-March,Low,4.6,0,4.1
10525,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,159.1,439.7,265.9,2.8,December-February,High,4.8,0,4.8
10526,Bhavani Island Area,NTR,Tourist Place,Vijayawada,16.548931,80.568545,10.8,379.9,392.1,0.3,Year Round,Medium,1.8,100,4.3
10527,Lepakshi Area,Sri Sathya Sai,Heritage,Lepakshi,13.788743,77.617535,490.1,897.9,241.7,6.1,June-September,Very High,1.4,0,4.1
10528,Talakona Waterfalls Area,Tirupati,Waterfall,Tirupati,13.752474,79.091445,420.5,762.0,43.2,1.0,Year Round,High,3.1,200,4.3
10529,Vizianagaram Fort View,Vizianagaram,Fort,Vizianagaram,18.14338,83.408066,385.6,65.8,692.2,1.5,June-September,Low,2.8,100,4.2
10530,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,33.5,371.2,398.4,0.7,June-September,Medium,5.9,0,4.5
10531,Horsley Hills,Annamayya,Hill Station,Madanapalle,13.635366,78.40646,452.8,833.3,122.0,2.5,November-February,Low,1.2,20,4.1
10532,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,458.7,122.3,792.1,2.1,June-September,Very High,5.7,0,4.9
10533,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,478.5,106.5,838.4,1.9,October-March,Medium,3.4,0,3.6
10534,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,321.4,428.8,0.0,December-February,Medium,2.2,0,3.3
10535,Belum Caves Area,Nandyal,Viewpoint,Belum,15.084779,78.129504,371.7,670.5,258.2,6.0,June-September,Very High,1.7,0,3.5
